"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 15 10:50:41 GMT 2022","Wed Jun 15 10:50:50 GMT 2022","8563","","NewTabSearchAndWindowHandleTests","","NewTabSearchAndWindowHandleTests","testNewTabSearchAndWindowHandle","testNewTabSearchAndWindowHandle()",""
"passed","Wed Jun 15 10:50:32 GMT 2022","Wed Jun 15 10:50:41 GMT 2022","9177","","NewTabSearchAndWindowHandleTests","","NewTabSearchAndWindowHandleTests","testNewTabSearchAndWindowHandles","testNewTabSearchAndWindowHandles()",""
